order_id,customer_name,product_name,category,quantity,unit_price,total_price,order_date
2663,Mim Hossain,Shoes,Fashion,5,80,400,2023-08-29
2664,Karim Islam,Watch,Accessories,5,150,750,2023-07-29
2665,Fahim Chowdhury,Watch,Accessories,1,150,150,2023-09-09
2666,Fahim Hasan,Shoes,Fashion,2,80,160,2023-12-03
2667,Rahim Islam,Watch,Accessories,3,150,450,2023-12-25
2668,Mim Rahman,Watch,Accessories,5,150,750,2023-09-03
2669,Rafi Hossain,Laptop,Electronics,5,800,4000,2023-07-25
2670,Amit Hasan,Shoes,Fashion,2,80,160,2023-07-12
2671,Karim Islam,Laptop,Electronics,4,800,3200,2023-08-22
2672,Rafi Hasan,Watch,Accessories,5,150,750,2023-02-15
2673,Sakib Islam,Bag,Fashion,4,60,240,2023-11-06
2674,Tanvir Chowdhury,Laptop,Electronics,3,800,2400,2023-03-11
2675,Tanvir Chowdhury,Watch,Accessories,4,150,600,2023-03-30
2676,Nusrat Hossain,Bag,Fashion,2,60,120,2023-01-28
2677,Karim Hossain,Watch,Accessories,1,150,150,2023-06-18
2678,Mim Chowdhury,Shoes,Fashion,2,80,160,2023-05-04
2679,Tanvir Hossain,Bag,Fashion,1,60,60,2023-12-24
2680,Rafi Hossain,Watch,Accessories,4,150,600,2023-08-13
2681,Karim Chowdhury,Shoes,Fashion,2,80,160,2023-02-21
2682,Mim Ahmed,Watch,Accessories,2,150,300,2023-08-28
2683,Mim Hossain,Laptop,Electronics,1,800,800,2023-06-30
2684,Sakib Ahmed,Bag,Fashion,5,60,300,2023-01-11
2685,Rahim Islam,Bag,Fashion,1,60,60,2023-10-31
2686,Tanvir Rahman,Watch,Accessories,2,150,300,2023-09-17
2687,Rahim Ahmed,Bag,Fashion,1,60,60,2023-07-12
2688,Tanvir Ahmed,Phone,Electronics,1,500,500,2023-01-27
2689,Sakib Ahmed,Laptop,Electronics,4,800,3200,2023-10-21
2690,Sakib Ahmed,Shoes,Fashion,4,80,320,2023-11-08
2691,Rahim Rahman,Bag,Fashion,3,60,180,2023-02-03
2692,Mim Ahmed,Bag,Fashion,5,60,300,2023-03-18
2693,Jahid Ahmed,Bag,Fashion,2,60,120,2023-05-01
2694,Amit Rahman,Shoes,Fashion,1,80,80,2023-10-08
2695,Fahim Chowdhury,Phone,Electronics,5,500,2500,2023-07-19
2696,Amit Ahmed,Laptop,Electronics,4,800,3200,2023-12-14
2697,Jahid Ahmed,Phone,Electronics,1,500,500,2023-02-19
2698,Amit Ahmed,Phone,Electronics,2,500,1000,2023-02-20
2699,Rahim Ahmed,Laptop,Electronics,3,800,2400,2023-04-30
2700,Jahid Hossain,Phone,Electronics,4,500,2000,2023-06-03
2701,Sakib Rahman,Watch,Accessories,5,150,750,2023-02-16
2702,Nusrat Hasan,Watch,Accessories,3,150,450,2023-01-25
2703,Rahim Islam,Laptop,Electronics,3,800,2400,2023-07-06
2704,Amit Hossain,Shoes,Fashion,2,80,160,2023-07-31
2705,Nusrat Hasan,Shoes,Fashion,3,80,240,2023-05-25
2706,Mim Ahmed,Watch,Accessories,4,150,600,2023-10-24
2707,Jahid Hasan,Laptop,Electronics,2,800,1600,2023-10-06
2708,Fahim Hasan,Laptop,Electronics,1,800,800,2023-06-22
2709,Nusrat Hossain,Shoes,Fashion,4,80,320,2023-04-17
2710,Rafi Ahmed,Bag,Fashion,1,60,60,2023-12-31
2711,Karim Hossain,Watch,Accessories,4,150,600,2023-06-16
2712,Jahid Hasan,Bag,Fashion,2,60,120,2023-11-11
2713,Fahim Islam,Watch,Accessories,2,150,300,2023-12-28
2714,Sakib Chowdhury,Watch,Accessories,1,150,150,2023-06-14
2715,Rafi Islam,Laptop,Electronics,4,800,3200,2023-05-11
2716,Rahim Chowdhury,Laptop,Electronics,3,800,2400,2023-10-11
2717,Sakib Rahman,Laptop,Electronics,5,800,4000,2023-01-14
2718,Fahim Islam,Laptop,Electronics,1,800,800,2023-02-04
2719,Fahim Islam,Shoes,Fashion,1,80,80,2023-09-12
2720,Tanvir Chowdhury,Shoes,Fashion,3,80,240,2023-01-30
2721,Jahid Rahman,Watch,Accessories,3,150,450,2023-03-24
2722,Tanvir Hossain,Bag,Fashion,4,60,240,2023-05-13
2723,Rafi Rahman,Watch,Accessories,2,150,300,2023-07-08
2724,Rafi Islam,Phone,Electronics,1,500,500,2023-04-25
2725,Amit Rahman,Shoes,Fashion,5,80,400,2023-07-24
2726,Amit Hasan,Watch,Accessories,1,150,150,2023-08-18
2727,Rafi Hasan,Laptop,Electronics,3,800,2400,2023-06-18
2728,Amit Ahmed,Watch,Accessories,2,150,300,2023-10-20
2729,Rahim Islam,Phone,Electronics,1,500,500,2023-12-05
2730,Karim Chowdhury,Bag,Fashion,1,60,60,2023-01-13
2731,Rahim Hossain,Laptop,Electronics,1,800,800,2023-02-18
2732,Rahim Hossain,Phone,Electronics,1,500,500,2023-02-02
2733,Jahid Rahman,Phone,Electronics,4,500,2000,2023-07-12
2734,Sakib Ahmed,Bag,Fashion,4,60,240,2023-07-08
2735,Mim Chowdhury,Shoes,Fashion,3,80,240,2023-08-19
2736,Tanvir Rahman,Bag,Fashion,3,60,180,2023-09-29
2737,Amit Hossain,Laptop,Electronics,1,800,800,2023-01-25
2738,Fahim Hasan,Shoes,Fashion,2,80,160,2023-02-26
2739,Sakib Islam,Shoes,Fashion,5,80,400,2023-01-31
2740,Sakib Chowdhury,Laptop,Electronics,2,800,1600,2023-05-21
2741,Tanvir Chowdhury,Watch,Accessories,3,150,450,2023-10-31
2742,Rahim Ahmed,Watch,Accessories,1,150,150,2023-06-21
2743,Rafi Islam,Laptop,Electronics,5,800,4000,2023-01-02
2744,Rafi Hasan,Phone,Electronics,4,500,2000,2023-01-02
2745,Nusrat Hossain,Laptop,Electronics,2,800,1600,2023-01-04
2746,Rahim Ahmed,Bag,Fashion,1,60,60,2023-08-05
2747,Fahim Chowdhury,Bag,Fashion,1,60,60,2023-07-04
2748,Amit Rahman,Shoes,Fashion,4,80,320,2023-03-18
2749,Rahim Rahman,Shoes,Fashion,4,80,320,2023-01-03
2750,Rahim Hossain,Bag,Fashion,4,60,240,2023-08-02
2751,Mim Hossain,Bag,Fashion,1,60,60,2023-05-11
2752,Tanvir Hasan,Phone,Electronics,3,500,1500,2023-11-10
2753,Karim Hossain,Shoes,Fashion,2,80,160,2023-11-10
2754,Rafi Hossain,Bag,Fashion,3,60,180,2023-11-07
2755,Rafi Islam,Phone,Electronics,4,500,2000,2023-09-28
2756,Nusrat Chowdhury,Phone,Electronics,1,500,500,2023-04-02
2757,Sakib Rahman,Laptop,Electronics,4,800,3200,2023-01-31
2758,Tanvir Islam,Laptop,Electronics,4,800,3200,2023-01-02
2759,Nusrat Rahman,Watch,Accessories,1,150,150,2023-02-09
2760,Rahim Hasan,Bag,Fashion,5,60,300,2023-01-14
2761,Nusrat Hossain,Watch,Accessories,4,150,600,2023-07-26
2762,Tanvir Hasan,Phone,Electronics,4,500,2000,2023-09-16
2763,Amit Islam,Phone,Electronics,3,500,1500,2023-03-24
2764,Mim Islam,Phone,Electronics,5,500,2500,2023-11-03
2765,Sakib Hasan,Watch,Accessories,3,150,450,2023-05-12
2766,Rafi Ahmed,Bag,Fashion,1,60,60,2023-11-13
2767,Rahim Hossain,Phone,Electronics,1,500,500,2023-04-26
2768,Amit Hasan,Laptop,Electronics,4,800,3200,2023-12-05
2769,Sakib Hossain,Phone,Electronics,1,500,500,2023-10-24
2770,Rahim Rahman,Phone,Electronics,5,500,2500,2023-10-23
2771,Nusrat Ahmed,Phone,Electronics,1,500,500,2023-03-10
2772,Rafi Hasan,Laptop,Electronics,4,800,3200,2023-12-25
2773,Mim Ahmed,Watch,Accessories,2,150,300,2023-10-26
2774,Jahid Islam,Watch,Accessories,3,150,450,2023-06-19
2775,Mim Hossain,Shoes,Fashion,5,80,400,2023-12-20
2776,Jahid Ahmed,Laptop,Electronics,5,800,4000,2023-04-14
2777,Mim Chowdhury,Phone,Electronics,5,500,2500,2023-06-19
2778,Rafi Hasan,Laptop,Electronics,4,800,3200,2023-09-26
2779,Karim Rahman,Laptop,Electronics,3,800,2400,2023-11-22
2780,Rafi Chowdhury,Phone,Electronics,3,500,1500,2023-06-14
2781,Amit Ahmed,Bag,Fashion,3,60,180,2023-03-01
2782,Amit Islam,Shoes,Fashion,4,80,320,2023-08-26
2783,Sakib Hossain,Shoes,Fashion,5,80,400,2023-10-29
2784,Rafi Hasan,Phone,Electronics,1,500,500,2023-04-11
2785,Jahid Ahmed,Bag,Fashion,1,60,60,2023-03-31
2786,Amit Hasan,Laptop,Electronics,1,800,800,2023-07-18
2787,Sakib Hossain,Shoes,Fashion,2,80,160,2023-08-30
2788,Karim Islam,Shoes,Fashion,4,80,320,2023-11-18
2789,Nusrat Hasan,Watch,Accessories,5,150,750,2023-02-20
2790,Amit Hasan,Bag,Fashion,3,60,180,2023-05-07
2791,Tanvir Chowdhury,Laptop,Electronics,5,800,4000,2023-04-14
2792,Nusrat Islam,Shoes,Fashion,2,80,160,2023-12-05
2793,Rahim Rahman,Bag,Fashion,4,60,240,2023-07-07
2794,Rahim Chowdhury,Shoes,Fashion,3,80,240,2023-01-29
2795,Sakib Chowdhury,Shoes,Fashion,2,80,160,2023-07-23
2796,Amit Hasan,Shoes,Fashion,4,80,320,2023-02-01
2797,Nusrat Rahman,Phone,Electronics,5,500,2500,2023-09-12
2798,Rafi Chowdhury,Bag,Fashion,3,60,180,2023-10-14
2799,Amit Islam,Phone,Electronics,1,500,500,2023-04-19
2800,Jahid Chowdhury,Laptop,Electronics,3,800,2400,2023-02-15
2801,Amit Ahmed,Bag,Fashion,1,60,60,2023-03-11
2802,Mim Hossain,Shoes,Fashion,3,80,240,2023-04-10
2803,Tanvir Hasan,Laptop,Electronics,4,800,3200,2023-08-02
2804,Karim Islam,Bag,Fashion,2,60,120,2023-01-24
2805,Rafi Rahman,Shoes,Fashion,2,80,160,2023-06-09
2806,Tanvir Chowdhury,Bag,Fashion,5,60,300,2023-10-08
2807,Amit Hasan,Watch,Accessories,4,150,600,2023-07-20
2808,Mim Rahman,Bag,Fashion,3,60,180,2023-04-25
2809,Nusrat Rahman,Laptop,Electronics,5,800,4000,2023-11-12
2810,Fahim Rahman,Shoes,Fashion,2,80,160,2023-03-05
2811,Mim Ahmed,Bag,Fashion,3,60,180,2023-08-12
2812,Amit Hasan,Shoes,Fashion,3,80,240,2023-07-20
2813,Karim Hossain,Watch,Accessories,5,150,750,2023-02-07
2814,Karim Rahman,Laptop,Electronics,4,800,3200,2023-02-27
2815,Nusrat Rahman,Phone,Electronics,3,500,1500,2023-08-22
2816,Nusrat Ahmed,Shoes,Fashion,3,80,240,2023-02-14
2817,Tanvir Ahmed,Shoes,Fashion,3,80,240,2023-09-04
2818,Tanvir Ahmed,Phone,Electronics,4,500,2000,2023-01-20
2819,Rafi Hossain,Laptop,Electronics,1,800,800,2023-09-10
2820,Mim Ahmed,Laptop,Electronics,5,800,4000,2023-03-26
2821,Karim Rahman,Phone,Electronics,2,500,1000,2023-10-30
2822,Rahim Chowdhury,Laptop,Electronics,1,800,800,2023-05-26
2823,Rafi Hossain,Phone,Electronics,3,500,1500,2023-12-03
2824,Jahid Chowdhury,Laptop,Electronics,1,800,800,2023-06-30
2825,Tanvir Ahmed,Laptop,Electronics,5,800,4000,2023-02-02
2826,Mim Ahmed,Laptop,Electronics,1,800,800,2023-11-01
2827,Karim Chowdhury,Phone,Electronics,5,500,2500,2023-05-20
2828,Sakib Chowdhury,Watch,Accessories,4,150,600,2023-08-01
2829,Rahim Rahman,Watch,Accessories,5,150,750,2023-05-05
2830,Rahim Islam,Watch,Accessories,1,150,150,2023-07-18
2831,Sakib Ahmed,Laptop,Electronics,4,800,3200,2023-06-06
2832,Tanvir Chowdhury,Watch,Accessories,2,150,300,2023-04-06
2833,Tanvir Ahmed,Shoes,Fashion,5,80,400,2023-11-03
2834,Karim Hasan,Phone,Electronics,1,500,500,2023-01-06
2835,Amit Ahmed,Bag,Fashion,4,60,240,2023-04-02
2836,Amit Hasan,Shoes,Fashion,4,80,320,2023-05-09
2837,Rafi Islam,Shoes,Fashion,2,80,160,2023-01-30
2838,Sakib Hossain,Shoes,Fashion,5,80,400,2023-06-30
2839,Fahim Rahman,Bag,Fashion,4,60,240,2023-10-12
2840,Fahim Islam,Shoes,Fashion,5,80,400,2023-02-08
2841,Tanvir Islam,Phone,Electronics,5,500,2500,2023-07-23
2842,Rafi Rahman,Laptop,Electronics,3,800,2400,2023-10-26
2843,Rafi Hossain,Bag,Fashion,3,60,180,2023-09-03
2844,Sakib Rahman,Phone,Electronics,2,500,1000,2023-03-06
2845,Mim Hossain,Bag,Fashion,1,60,60,2023-07-31
2846,Nusrat Hasan,Phone,Electronics,3,500,1500,2023-03-16
2847,Rahim Rahman,Shoes,Fashion,2,80,160,2023-06-01
2848,Mim Ahmed,Bag,Fashion,1,60,60,2023-08-10
2849,Tanvir Rahman,Shoes,Fashion,4,80,320,2023-04-04
2850,Mim Ahmed,Phone,Electronics,4,500,2000,2023-04-01
2851,Nusrat Rahman,Watch,Accessories,3,150,450,2023-05-18
2852,Rafi Hasan,Bag,Fashion,3,60,180,2023-01-23
2853,Jahid Chowdhury,Phone,Electronics,5,500,2500,2023-01-12
2854,Tanvir Chowdhury,Laptop,Electronics,2,800,1600,2023-06-20
2855,Rahim Ahmed,Laptop,Electronics,1,800,800,2023-04-22
2856,Rahim Rahman,Bag,Fashion,1,60,60,2023-05-21
2857,Mim Ahmed,Watch,Accessories,5,150,750,2023-06-04
2858,Nusrat Hossain,Phone,Electronics,5,500,2500,2023-01-29
2859,Sakib Hasan,Shoes,Fashion,2,80,160,2023-12-24
2860,Karim Hossain,Laptop,Electronics,5,800,4000,2023-12-31
2861,Nusrat Hossain,Phone,Electronics,2,500,1000,2023-03-08
2862,Karim Islam,Laptop,Electronics,5,800,4000,2023-03-30
2863,Rahim Ahmed,Bag,Fashion,4,60,240,2023-12-14
2864,Amit Ahmed,Phone,Electronics,3,500,1500,2023-04-11
2865,Karim Hossain,Watch,Accessories,4,150,600,2023-08-30
2866,Amit Hasan,Laptop,Electronics,3,800,2400,2023-04-11
2867,Fahim Chowdhury,Bag,Fashion,5,60,300,2023-12-20
2868,Karim Chowdhury,Shoes,Fashion,2,80,160,2023-01-29
2869,Rafi Islam,Shoes,Fashion,2,80,160,2023-10-08
2870,Tanvir Chowdhury,Phone,Electronics,1,500,500,2023-01-01
2871,Jahid Chowdhury,Watch,Accessories,2,150,300,2023-01-21
2872,Jahid Chowdhury,Watch,Accessories,1,150,150,2023-01-02
2873,Amit Rahman,Bag,Fashion,4,60,240,2023-06-25
2874,Mim Islam,Phone,Electronics,4,500,2000,2023-05-30
2875,Nusrat Hasan,Shoes,Fashion,4,80,320,2023-08-01
2876,Mim Hossain,Shoes,Fashion,1,80,80,2023-06-29
2877,Sakib Islam,Laptop,Electronics,4,800,3200,2023-06-24
2878,Rafi Chowdhury,Phone,Electronics,4,500,2000,2023-06-05
2879,Jahid Chowdhury,Laptop,Electronics,4,800,3200,2023-08-13
2880,Rahim Hossain,Laptop,Electronics,2,800,1600,2023-12-03
2881,Nusrat Rahman,Bag,Fashion,2,60,120,2023-07-09
2882,Sakib Chowdhury,Bag,Fashion,1,60,60,2023-09-01
2883,Rahim Rahman,Watch,Accessories,2,150,300,2023-04-17
2884,Rahim Rahman,Shoes,Fashion,5,80,400,2023-08-04
2885,Mim Hossain,Shoes,Fashion,4,80,320,2023-05-17
2886,Karim Chowdhury,Phone,Electronics,4,500,2000,2023-07-14
2887,Amit Hasan,Phone,Electronics,1,500,500,2023-11-14
2888,Fahim Chowdhury,Phone,Electronics,3,500,1500,2023-06-09
2889,Sakib Islam,Bag,Fashion,5,60,300,2023-04-16
2890,Jahid Chowdhury,Phone,Electronics,1,500,500,2023-10-17
2891,Rahim Islam,Phone,Electronics,3,500,1500,2023-11-06
2892,Nusrat Ahmed,Phone,Electronics,3,500,1500,2023-04-13
2893,Tanvir Islam,Phone,Electronics,5,500,2500,2023-08-12
2894,Rafi Hossain,Shoes,Fashion,4,80,320,2023-07-28
2895,Nusrat Rahman,Shoes,Fashion,5,80,400,2023-08-24
2896,Mim Ahmed,Bag,Fashion,5,60,300,2023-05-08
2897,Rahim Hossain,Phone,Electronics,1,500,500,2023-06-28
2898,Tanvir Ahmed,Watch,Accessories,1,150,150,2024-01-01
2899,Rafi Rahman,Shoes,Fashion,3,80,240,2023-08-14
2900,Sakib Rahman,Watch,Accessories,3,150,450,2023-02-19
2901,Sakib Islam,Laptop,Electronics,4,800,3200,2023-06-01
2902,Nusrat Islam,Phone,Electronics,5,500,2500,2023-04-07
2903,Jahid Hossain,Bag,Fashion,4,60,240,2023-08-19
2904,Sakib Hossain,Laptop,Electronics,1,800,800,2023-08-20
2905,Karim Chowdhury,Laptop,Electronics,2,800,1600,2023-02-25
2906,Sakib Hossain,Shoes,Fashion,3,80,240,2023-09-29
2907,Tanvir Hossain,Laptop,Electronics,5,800,4000,2023-09-26
2908,Sakib Ahmed,Bag,Fashion,5,60,300,2023-11-14
2909,Fahim Islam,Bag,Fashion,4,60,240,2023-11-11
2910,Rafi Hasan,Laptop,Electronics,5,800,4000,2023-09-09
2911,Tanvir Hossain,Laptop,Electronics,5,800,4000,2023-11-22
2912,Amit Rahman,Watch,Accessories,3,150,450,2023-10-04
2913,Jahid Chowdhury,Bag,Fashion,2,60,120,2023-10-05
2914,Fahim Chowdhury,Shoes,Fashion,4,80,320,2023-03-11
2915,Rafi Ahmed,Bag,Fashion,1,60,60,2023-02-22
2916,Mim Ahmed,Watch,Accessories,3,150,450,2023-07-21
2917,Nusrat Hossain,Phone,Electronics,3,500,1500,2023-09-20
2918,Amit Hossain,Phone,Electronics,1,500,500,2023-02-28
2919,Mim Chowdhury,Laptop,Electronics,2,800,1600,2023-09-12
2920,Jahid Ahmed,Laptop,Electronics,3,800,2400,2023-03-18
2921,Rafi Chowdhury,Bag,Fashion,1,60,60,2023-05-18
2922,Rafi Ahmed,Bag,Fashion,1,60,60,2023-06-04
2923,Rahim Ahmed,Bag,Fashion,5,60,300,2023-10-19
2924,Rafi Islam,Phone,Electronics,1,500,500,2023-07-20
2925,Karim Hasan,Phone,Electronics,3,500,1500,2023-02-14
2926,Jahid Ahmed,Phone,Electronics,1,500,500,2023-09-08
2927,Nusrat Hasan,Watch,Accessories,3,150,450,2023-03-19
2928,Jahid Rahman,Bag,Fashion,5,60,300,2023-01-31
2929,Rahim Hossain,Phone,Electronics,4,500,2000,2023-10-31
2930,Jahid Hasan,Watch,Accessories,5,150,750,2023-06-03
2931,Jahid Ahmed,Phone,Electronics,5,500,2500,2023-01-28
2932,Amit Hasan,Watch,Accessories,2,150,300,2023-05-17
2933,Rafi Hasan,Phone,Electronics,2,500,1000,2023-12-18
2934,Fahim Islam,Bag,Fashion,3,60,180,2023-07-18
2935,Nusrat Chowdhury,Laptop,Electronics,5,800,4000,2023-11-19
2936,Sakib Rahman,Phone,Electronics,3,500,1500,2023-07-29
2937,Jahid Chowdhury,Laptop,Electronics,2,800,1600,2023-05-18
2938,Rahim Rahman,Shoes,Fashion,1,80,80,2023-03-29
2939,Jahid Ahmed,Watch,Accessories,3,150,450,2023-08-28
2940,Rahim Rahman,Laptop,Electronics,4,800,3200,2023-12-24
2941,Rafi Hasan,Watch,Accessories,4,150,600,2023-09-03
2942,Karim Chowdhury,Laptop,Electronics,5,800,4000,2023-12-14
2943,Karim Rahman,Phone,Electronics,2,500,1000,2023-10-22
2944,Mim Ahmed,Phone,Electronics,5,500,2500,2023-07-05
2945,Rafi Hossain,Watch,Accessories,2,150,300,2023-06-05
2946,Fahim Islam,Watch,Accessories,4,150,600,2024-01-01
2947,Fahim Chowdhury,Shoes,Fashion,4,80,320,2023-05-31
2948,Nusrat Rahman,Laptop,Electronics,4,800,3200,2023-08-19
2949,Rahim Chowdhury,Phone,Electronics,4,500,2000,2023-10-26
2950,Rahim Hasan,Bag,Fashion,5,60,300,2023-05-29
2951,Rahim Rahman,Bag,Fashion,3,60,180,2023-08-07
2952,Amit Islam,Watch,Accessories,4,150,600,2023-08-03
2953,Mim Ahmed,Bag,Fashion,3,60,180,2023-05-31
2954,Nusrat Hossain,Phone,Electronics,5,500,2500,2023-02-20
2955,Mim Ahmed,Watch,Accessories,1,150,150,2023-02-23
2956,Sakib Islam,Shoes,Fashion,5,80,400,2023-11-28
2957,Nusrat Hossain,Shoes,Fashion,5,80,400,2023-11-21
2958,Amit Hasan,Bag,Fashion,4,60,240,2023-09-15
2959,Rafi Rahman,Phone,Electronics,3,500,1500,2023-10-25
2960,Rafi Hossain,Bag,Fashion,3,60,180,2023-05-18
2961,Tanvir Ahmed,Bag,Fashion,4,60,240,2023-03-25
2962,Fahim Islam,Watch,Accessories,5,150,750,2023-03-03
2963,Nusrat Hossain,Shoes,Fashion,5,80,400,2023-12-05
2964,Amit Hasan,Watch,Accessories,5,150,750,2023-06-10
2965,Rafi Rahman,Phone,Electronics,2,500,1000,2023-05-29
2966,Fahim Hasan,Phone,Electronics,2,500,1000,2023-12-01
2967,Rahim Hossain,Laptop,Electronics,1,800,800,2023-04-14
2968,Tanvir Rahman,Laptop,Electronics,3,800,2400,2023-07-23
2969,Rafi Rahman,Laptop,Electronics,3,800,2400,2023-12-11
2970,Rafi Rahman,Watch,Accessories,2,150,300,2023-06-22
2971,Amit Hossain,Watch,Accessories,4,150,600,2023-04-27
2972,Tanvir Islam,Shoes,Fashion,5,80,400,2023-05-08
2973,Karim Hasan,Bag,Fashion,3,60,180,2023-01-27
2974,Rahim Rahman,Bag,Fashion,4,60,240,2023-01-30
2975,Amit Rahman,Shoes,Fashion,5,80,400,2023-03-13
2976,Rafi Rahman,Laptop,Electronics,4,800,3200,2023-05-25
2977,Jahid Chowdhury,Laptop,Electronics,4,800,3200,2023-07-04
2978,Nusrat Rahman,Shoes,Fashion,5,80,400,2023-08-12
2979,Sakib Islam,Phone,Electronics,5,500,2500,2023-09-07
2980,Amit Islam,Phone,Electronics,5,500,2500,2023-12-16
2981,Nusrat Hossain,Watch,Accessories,2,150,300,2023-10-20
2982,Nusrat Hossain,Laptop,Electronics,3,800,2400,2023-12-31
2983,Nusrat Ahmed,Watch,Accessories,3,150,450,2023-08-30
2984,Jahid Rahman,Shoes,Fashion,4,80,320,2023-05-26
2985,Sakib Ahmed,Watch,Accessories,1,150,150,2023-05-20
2986,Mim Ahmed,Bag,Fashion,2,60,120,2023-06-02
2987,Amit Rahman,Watch,Accessories,1,150,150,2023-01-02
2988,Mim Ahmed,Bag,Fashion,1,60,60,2023-12-01
2989,Karim Rahman,Phone,Electronics,5,500,2500,2023-11-24
2990,Rahim Hossain,Bag,Fashion,1,60,60,2023-02-25
2991,Mim Ahmed,Phone,Electronics,2,500,1000,2023-09-18
2992,Mim Rahman,Phone,Electronics,1,500,500,2023-08-19
2993,Mim Ahmed,Phone,Electronics,5,500,2500,2023-12-27
2994,Karim Islam,Watch,Accessories,3,150,450,2023-10-26
2995,Nusrat Hossain,Shoes,Fashion,5,80,400,2023-07-26
2996,Rafi Hasan,Shoes,Fashion,1,80,80,2023-08-10
2997,Rafi Hossain,Laptop,Electronics,4,800,3200,2023-04-22
2998,Fahim Chowdhury,Laptop,Electronics,4,800,3200,2023-11-03
2999,Sakib Ahmed,Bag,Fashion,5,60,300,2023-01-08
3000,Amit Hasan,Phone,Electronics,5,500,2500,2023-06-07
3001,Nusrat Ahmed,Laptop,Electronics,4,800,3200,2023-08-30
3002,Nusrat Chowdhury,Watch,Accessories,5,150,750,2023-09-03
3003,Amit Rahman,Bag,Fashion,2,60,120,2023-09-11
3004,Karim Chowdhury,Watch,Accessories,5,150,750,2023-12-07
3005,Amit Hasan,Bag,Fashion,3,60,180,2023-03-17
3006,Fahim Chowdhury,Laptop,Electronics,1,800,800,2023-02-06
3007,Karim Islam,Watch,Accessories,4,150,600,2023-01-03
3008,Tanvir Islam,Bag,Fashion,4,60,240,2023-06-12
3009,Karim Hossain,Bag,Fashion,4,60,240,2023-03-01
3010,Amit Hossain,Phone,Electronics,2,500,1000,2023-12-07
3011,Mim Hasan,Bag,Fashion,5,60,300,2023-02-20
3012,Rahim Chowdhury,Watch,Accessories,3,150,450,2023-01-31
3013,Amit Chowdhury,Laptop,Electronics,3,800,2400,2023-01-25
3014,Mim Hossain,Shoes,Fashion,5,80,400,2023-06-03
3015,Nusrat Hossain,Watch,Accessories,2,150,300,2023-12-21
3016,Mim Hossain,Bag,Fashion,2,60,120,2023-03-14
3017,Nusrat Hossain,Watch,Accessories,1,150,150,2023-01-28
3018,Jahid Chowdhury,Shoes,Fashion,4,80,320,2023-07-09
3019,Tanvir Islam,Watch,Accessories,2,150,300,2023-04-14
3020,Fahim Chowdhury,Bag,Fashion,1,60,60,2023-09-17
3021,Karim Rahman,Watch,Accessories,2,150,300,2023-12-25
3022,Jahid Chowdhury,Laptop,Electronics,1,800,800,2023-10-18
3023,Nusrat Hasan,Bag,Fashion,2,60,120,2023-08-16
3024,Amit Rahman,Shoes,Fashion,3,80,240,2023-08-08
3025,Sakib Rahman,Laptop,Electronics,3,800,2400,2023-09-22
3026,Rahim Islam,Shoes,Fashion,2,80,160,2023-06-20
3027,Rafi Hossain,Bag,Fashion,5,60,300,2023-11-12
3028,Fahim Chowdhury,Shoes,Fashion,4,80,320,2023-08-19
3029,Karim Islam,Bag,Fashion,3,60,180,2023-03-03
3030,Amit Islam,Phone,Electronics,4,500,2000,2023-11-10
3031,Rafi Hossain,Laptop,Electronics,2,800,1600,2023-09-27
3032,Mim Ahmed,Shoes,Fashion,5,80,400,2023-09-13
3033,Sakib Ahmed,Shoes,Fashion,2,80,160,2023-01-17
3034,Amit Hasan,Shoes,Fashion,3,80,240,2023-01-17
3035,Fahim Rahman,Watch,Accessories,2,150,300,2023-08-28
3036,Karim Islam,Watch,Accessories,1,150,150,2023-12-12
3037,Fahim Chowdhury,Watch,Accessories,4,150,600,2023-07-06
3038,Rahim Hossain,Bag,Fashion,5,60,300,2023-01-14
3039,Fahim Islam,Laptop,Electronics,4,800,3200,2023-01-16
3040,Rahim Islam,Phone,Electronics,3,500,1500,2023-11-23
3041,Sakib Rahman,Laptop,Electronics,4,800,3200,2023-05-26
3042,Amit Rahman,Laptop,Electronics,2,800,1600,2023-01-27
3043,Sakib Islam,Shoes,Fashion,4,80,320,2023-07-02
3044,Fahim Islam,Watch,Accessories,2,150,300,2023-04-30
3045,Sakib Islam,Watch,Accessories,5,150,750,2023-02-03
3046,Jahid Rahman,Laptop,Electronics,4,800,3200,2023-12-26
3047,Rahim Ahmed,Laptop,Electronics,3,800,2400,2023-07-20
3048,Tanvir Rahman,Shoes,Fashion,5,80,400,2023-09-21
3049,Mim Ahmed,Shoes,Fashion,1,80,80,2023-06-29
3050,Mim Hossain,Phone,Electronics,2,500,1000,2023-07-12
3051,Rahim Chowdhury,Laptop,Electronics,3,800,2400,2023-11-09
3052,Rafi Hasan,Bag,Fashion,5,60,300,2023-11-23
3053,Nusrat Islam,Phone,Electronics,5,500,2500,2023-12-05
3054,Nusrat Hasan,Laptop,Electronics,4,800,3200,2023-11-02
3055,Tanvir Chowdhury,Phone,Electronics,1,500,500,2023-11-18
3056,Rafi Ahmed,Shoes,Fashion,3,80,240,2023-12-16
3057,Rahim Ahmed,Watch,Accessories,2,150,300,2023-03-26
3058,Tanvir Hossain,Bag,Fashion,4,60,240,2023-05-09
3059,Amit Rahman,Laptop,Electronics,3,800,2400,2023-09-02
3060,Rahim Ahmed,Laptop,Electronics,1,800,800,2023-01-29
3061,Karim Chowdhury,Laptop,Electronics,1,800,800,2023-04-22
